Renamed,Original,Scenario,DS#,Random seed,filename,DGPid,trueATE
high604,CHDScenario11DS67,,11,0.202996849596067,high604,11,10.77
high605,CHDScenario11DS38,,11,0.0215801697019122,high605,11,10.77
high606,CHDScenario16DS50,,16,0.19910417576264,high606,16,1
high607,CHDScenario2DS51,151,2,0.87746277706966,high607,2,0.8
high608,CHDScenario7DS32,,7,0.456541039810862,high608,7,0
high609,CHDScenario4DS46,,4,0.435457697875128,high609,4,2.1
high61,CHDScenario12DS19,,12,0.967391091091772,high61,12,-3.159
high610,CHDScenario8DS17,,8,0.719058925992681,high610,8,-1.432
high611,CHDScenario12DS18,,12,0.905684103793741,high611,12,-3.159
high612,CHDScenario15DS37,,15,0.280344396188858,high612,15,-0.16058
high613,CHDScenario2DS53,153,2,0.502321829405997,high613,2,0.8
high614,CHDScenario11DS21,,11,0.432366546311633,high614,11,10.77
high615,CHDScenario15DS66,,15,0.773130764865535,high615,15,-0.16058
high616,CHDScenario8DS10,,8,0.460927484234615,high616,8,-1.432
high617,CHDScenario8DS11,,8,0.669617219262471,high617,8,-1.432
high618,CHDScenario13DS11,,13,0.216460706419331,high618,13,-0.8486
high619,CHDScenario14DS54,,14,0.0624230734715937,high619,14,61.11
high62,CHDScenario12DS32,,12,0.337406975005794,high62,12,-3.159
high620,CHDScenario5DS85,,5,0.704460106875923,high620,5,-0.3429
high621,CHDScenario2DS37,137,2,0.121968721711846,high621,2,0.8
high622,CHDScenario11DS96,,11,0.856329243818794,high622,11,10.77
high623,CHDScenario7DS8,,7,0.498322624329617,high623,7,0
high624,CHDScenario2DS72,172,2,0.756001564060302,high624,2,0.8
high625,CHDScenario4DS1,,4,0.927326718039645,high625,4,2.1
high626,CHDScenario3DS48,,3,0.224200922919574,high626,3,-0.800000000000001
high627,CHDScenario2DS65,165,2,0.670454407403741,high627,2,0.8
high628,CHDScenario5DS78,,5,0.889248033098371,high628,5,-0.3429
high629,CHDScenario10DS52,,10,0.196744189504763,high629,10,9.134
high63,CHDScenario13DS13,,13,0.758673369419802,high63,13,-0.8486
high630,CHDScenario12DS75,,12,0.0657419448125219,high630,12,-3.159
high631,CHDScenario7DS79,,7,0.923433716641568,high631,7,0
high632,CHDScenario9DS88,,9,0.497038323993637,high632,9,12.62
high633,CHDScenario1DS71,71,1,0.506294885399533,high633,1,0.2
high634,CHDScenario3DS54,,3,0.414681182624587,high634,3,-0.800000000000001
high635,CHDScenario14DS58,,14,0.527691380303759,high635,14,61.11
high636,CHDScenario7DS45,,7,0.0909367804080786,high636,7,0
high637,CHDScenario1DS100,100,1,0.0411577791013248,high637,1,0.2
high638,CHDScenario12DS72,,12,0.0512195617760357,high638,12,-3.159
high639,CHDScenario11DS46,,11,0.11813690003313,high639,11,10.77
high64,CHDScenario10DS71,,10,0.768701206353294,high64,10,9.134
high640,CHDScenario8DS1,,8,0.495147454101585,high640,8,-1.432
high641,CHDScenario13DS23,,13,0.0925385636498727,high641,13,-0.8486
high642,CHDScenario16DS13,,16,0.258807318479698,high642,16,1
high643,CHDScenario11DS10,,11,0.249895852635599,high643,11,10.77
high644,CHDScenario11DS7,,11,0.613128799114809,high644,11,10.77
high645,CHDScenario6DS81,,6,0.450577660223236,high645,6,-1.1039
high646,CHDScenario9DS37,,9,0.712083382856196,high646,9,12.62
high647,CHDScenario8DS39,,8,0.961481261119612,high647,8,-1.432
high648,CHDScenario4DS26,,4,0.109277356381194,high648,4,2.1
high649,CHDScenario5DS17,,5,0.895994282627197,high649,5,-0.3429
high65,CHDScenario8DS19,,8,0.887830483739034,high65,8,-1.432
high650,CHDScenario9DS5,,9,0.109042064337694,high650,9,12.62
high651,CHDScenario2DS77,177,2,0.243961688265594,high651,2,0.8
high652,CHDScenario10DS78,,10,0.331731994872705,high652,10,9.134
high653,CHDScenario7DS59,,7,0.734831271845653,high653,7,0
high654,CHDScenario6DS23,,6,0.873518959200422,high654,6,-1.1039
high655,CHDScenario10DS7,,10,0.845763851356518,high655,10,9.134
high656,CHDScenario2DS39,139,2,0.929383806053472,high656,2,0.8
high657,CHDScenario4DS7,,4,0.0898834742584531,high657,4,2.1
high658,CHDScenario6DS53,,6,0.849167939826985,high658,6,-1.1039
high659,CHDScenario10DS2,,10,0.205395404025228,high659,10,9.134
high66,CHDScenario5DS57,,5,0.150427986689481,high66,5,-0.3429
high660,CHDScenario5DS98,,5,0.175362249015389,high660,5,-0.3429
high661,CHDScenario12DS81,,12,0.391409984428508,high661,12,-3.159
high662,CHDScenario11DS73,,11,0.225033099733456,high662,11,10.77
high663,CHDScenario14DS81,,14,0.111713928004658,high663,14,61.11
high664,CHDScenario12DS6,,12,0.996822413458119,high664,12,-3.159
high665,CHDScenario9DS80,,9,0.704523285146385,high665,9,12.62
high666,CHDScenario7DS6,,7,0.517522743008892,high666,7,0
high667,CHDScenario2DS30,130,2,0.089282268180655,high667,2,0.8
high668,CHDScenario16DS12,,16,0.0421146170199162,high668,16,1
high669,CHDScenario12DS43,,12,0.621651569961055,high669,12,-3.159
high67,CHDScenario8DS20,,8,0.674769595728993,high67,8,-1.432
high670,CHDScenario15DS59,,15,0.0284233631627843,high670,15,-0.16058
high671,CHDScenario12DS17,,12,0.381052750905981,high671,12,-3.159
high672,CHDScenario4DS69,,4,0.291478384728744,high672,4,2.1
high673,CHDScenario1DS18,18,1,0.364706216349138,high673,1,0.2
high674,CHDScenario16DS62,,16,0.595638630476622,high674,16,1
high675,CHDScenario11DS27,,11,0.845311934492409,high675,11,10.77
high676,CHDScenario10DS3,,10,0.706235873657843,high676,10,9.134
high677,CHDScenario15DS50,,15,0.499294282400276,high677,15,-0.16058
high678,CHDScenario2DS96,,2,0.929177998466693,high678,2,0.8
high679,CHDScenario10DS51,,10,0.186993513936682,high679,10,9.134
high68,CHDScenario4DS42,,4,0.323980222185951,high68,4,2.1
high680,CHDScenario14DS28,,14,0.7213400949062,high680,14,61.11
high681,CHDScenario11DS99,,11,0.0524056556841293,high681,11,10.77
high682,CHDScenario15DS34,,15,0.624661285286509,high682,15,-0.16058
high683,CHDScenario2DS26,126,2,0.520640266289356,high683,2,0.8
high684,CHDScenario7DS37,,7,0.837388711517977,high684,7,0
high685,CHDScenario1DS64,64,1,0.774619671802653,high685,1,0.2
high686,CHDScenario4DS98,,4,0.501499249991032,high686,4,2.1
high687,CHDScenario15DS86,,15,0.449877453782085,high687,15,-0.16058
high688,CHDScenario7DS65,,7,0.306186096699739,high688,7,0
high689,CHDScenario13DS10,,13,0.537526816730564,high689,13,-0.8486
high69,CHDScenario7DS20,,7,0.0513016901299597,high69,7,0
high690,CHDScenario1DS7,7,1,0.244272585857868,high690,1,0.2
high691,CHDScenario15DS3,,15,0.75017051653172,high691,15,-0.16058
high692,CHDScenario9DS10,,9,0.92378430099773,high692,9,12.62
high693,CHDScenario12DS56,,12,0.950340118014826,high693,12,-3.159
high694,CHDScenario2DS73,173,2,0.362685024906761,high694,2,0.8
high695,CHDScenario15DS4,,15,0.256818936218663,high695,15,-0.16058
high696,CHDScenario8DS44,,8,0.317368896505584,high696,8,-1.432
high697,CHDScenario3DS3,,3,0.971906004205696,high697,3,-0.800000000000001
high698,CHDScenario5DS8,,5,0.217300126253905,high698,5,-0.3429
high699,CHDScenario10DS18,,10,0.554467408619653,high699,10,9.134
high7,CHDScenario8DS63,,8,0.691616853911452,high7,8,-1.432
high70,CHDScenario6DS50,,6,0.910815981589083,high70,6,-1.1039
high700,CHDScenario11DS9,,11,0.0169149338225579,high700,11,10.77
high701,CHDScenario14DS33,,14,0.927476192183335,high701,14,61.11
high702,CHDScenario5DS53,,5,0.261133516039577,high702,5,-0.3429
high703,CHDScenario6DS26,,6,0.0802642671250341,high703,6,-1.1039
high704,CHDScenario1DS33,33,1,0.605466622548121,high704,1,0.2
high705,CHDScenario14DS52,,14,0.199200116613289,high705,14,61.11
high706,CHDScenario7DS63,,7,0.49053679073348,high706,7,0
high707,CHDScenario16DS26,,16,0.538389937058154,high707,16,1
high708,CHDScenario11DS95,,11,0.67655893390484,high708,11,10.77
high709,CHDScenario14DS32,,14,0.894829203149845,high709,14,61.11
high71,CHDScenario6DS76,,6,0.219708188634353,high71,6,-1.1039
high710,CHDScenario2DS95,195,2,0.917329576758797,high710,2,0.8
high711,CHDScenario9DS35,,9,0.569199612875686,high711,9,12.62
high712,CHDScenario5DS100,,5,0.0656726140334749,high712,5,-0.3429
high713,CHDScenario7DS87,,7,0.721245365864678,high713,7,0
high714,CHDScenario14DS75,,14,0.227091555192397,high714,14,61.11
high715,CHDScenario10DS91,,10,0.607964141304854,high715,10,9.134
high716,CHDScenario5DS48,,5,0.405870442446972,high716,5,-0.3429
high717,CHDScenario8DS30,,8,0.554002814076054,high717,8,-1.432
high718,CHDScenario16DS72,,16,0.670012358789828,high718,16,1
high719,CHDScenario16DS4,,16,0.199797488390762,high719,16,1
high72,CHDScenario9DS1,,9,0.599189936455222,high72,9,12.62
high720,CHDScenario11DS74,,11,0.567289932166077,high720,11,10.77
high721,CHDScenario8DS42,,8,0.127865360000894,high721,8,-1.432
high722,CHDScenario7DS33,,7,0.221700581592784,high722,7,0
high723,CHDScenario1DS8,8,1,0.254858919981865,high723,1,0.2
high724,CHDScenario11DS59,,11,0.135596075357567,high724,11,10.77
high725,CHDScenario10DS12,,10,0.852536204659106,high725,10,9.134
high726,CHDScenario4DS32,,4,0.274578642821297,high726,4,2.1
high727,CHDScenario3DS80,,3,0.656464133331184,high727,3,-0.800000000000001
high728,CHDScenario4DS99,,4,0.191370077576826,high728,4,2.1
high729,CHDScenario14DS37,,14,0.285183521845223,high729,14,61.11
high73,CHDScenario14DS47,,14,0.362761753971346,high73,14,61.11
high730,CHDScenario9DS24,,9,0.369026236693806,high730,9,12.62
high731,CHDScenario4DS80,,4,0.1704674775577,high731,4,2.1
high732,CHDScenario3DS92,,3,0.0820412390556989,high732,3,-0.800000000000001
high733,CHDScenario15DS63,,15,0.952646446706991,high733,15,-0.16058
high734,CHDScenario14DS68,,14,0.0217157834988839,high734,14,61.11
high735,CHDScenario2DS74,174,2,0.185788611674984,high735,2,0.8
high736,CHDScenario2DS21,121,2,0.896566224682918,high736,2,0.8
high737,CHDScenario16DS17,,16,0.620814575790503,high737,16,1
high738,CHDScenario4DS77,,4,0.988056147521528,high738,4,2.1
high739,CHDScenario15DS84,,15,0.0757099604912194,high739,15,-0.16058
high74,CHDScenario9DS9,,9,0.387058705452185,high74,9,12.62
high740,CHDScenario8DS27,,8,0.422777011655295,high740,8,-1.432
high741,CHDScenario1DS14,14,1,0.692823725942663,high741,1,0.2
high742,CHDScenario7DS29,,7,0.24278844101935,high742,7,0
high743,CHDScenario13DS36,,13,0.755377433124358,high743,13,-0.8486
high744,CHDScenario3DS39,,3,0.329488144809774,high744,3,-0.800000000000001
high745,CHDScenario14DS25,,14,0.0141597443883026,high745,14,61.11
high746,CHDScenario13DS42,,13,0.776730270347359,high746,13,-0.8486
high747,CHDScenario12DS84,,12,0.0229251053992707,high747,12,-3.159
high748,CHDScenario5DS14,,5,0.3701511990593,high748,5,-0.3429
high749,CHDScenario1DS58,58,1,0.728466920905706,high749,1,0.2
high75,CHDScenario1DS82,82,1,0.268408905225467,high75,1,0.2
high750,CHDScenario5DS73,,5,0.870130006907839,high750,5,-0.3429
high751,CHDScenario15DS40,,15,0.935687055943401,high751,15,-0.16058
high752,CHDScenario15DS97,,15,0.449854277479489,high752,15,-0.16058
high753,CHDScenario9DS64,,9,0.288620874251661,high753,9,12.62
high754,CHDScenario11DS2,,11,0.180462392438315,high754,11,10.77
high755,CHDScenario1DS52,52,1,0.197454572376847,high755,1,0.2
high756,CHDScenario4DS47,,4,0.579655182867572,high756,4,2.1
high757,CHDScenario8DS5,,8,0.565917264428771,high757,8,-1.432
high758,CHDScenario2DS27,127,2,0.823286630442879,high758,2,0.8
high759,CHDScenario4DS61,,4,0.0847881832619072,high759,4,2.1
high76,CHDScenario15DS53,,15,0.336540877609342,high76,15,-0.16058
high760,CHDScenario7DS4,,7,0.937550064911243,high760,7,0
high761,CHDScenario7DS92,,7,0.122028400859917,high761,7,0
high762,CHDScenario14DS6,,14,0.444314286514975,high762,14,61.11
high763,CHDScenario2DS71,171,2,0.457395331885428,high763,2,0.8
high764,CHDScenario4DS89,,4,0.354989693484287,high764,4,2.1
high765,CHDScenario13DS85,,13,0.63464410938023,high765,13,-0.8486
high766,CHDScenario3DS53,,3,0.255803803517923,high766,3,-0.800000000000001
high767,CHDScenario9DS13,,9,0.868000944878872,high767,9,12.62
high768,CHDScenario3DS79,,3,0.919455382292954,high768,3,-0.800000000000001
high769,CHDScenario1DS27,27,1,0.382806407991808,high769,1,0.2
high77,CHDScenario12DS3,,12,0.37728905717883,high77,12,-3.159
high770,CHDScenario16DS91,,16,0.122254174656743,high770,16,1
high771,CHDScenario3DS99,,3,0.15592444693033,high771,3,-0.800000000000001
high772,CHDScenario8DS97,,8,0.224847292336106,high772,8,-1.432
high773,CHDScenario9DS94,,9,0.112019102411632,high773,9,12.62
high774,CHDScenario15DS89,,15,0.452313115775004,high774,15,-0.16058
high775,CHDScenario14DS42,,14,0.0503692652375084,high775,14,61.11
high776,CHDScenario7DS99,,7,0.767562318914684,high776,7,0
high777,CHDScenario13DS88,,13,0.515319928235432,high777,13,-0.8486
high778,CHDScenario7DS38,,7,0.206838265111792,high778,7,0
high779,CHDScenario9DS95,,9,0.736274074254972,high779,9,12.62
high78,CHDScenario11DS24,,11,0.648507055607204,high78,11,10.77
high780,CHDScenario4DS52,,4,0.811835165837873,high780,4,2.1
high781,CHDScenario16DS24,,16,0.310105132364025,high781,16,1
high782,CHDScenario6DS68,,6,0.505241342526009,high782,6,-1.1039
high783,CHDScenario14DS61,,14,0.54413295044566,high783,14,61.11
high784,CHDScenario2DS45,145,2,0.278752700263391,high784,2,0.8
high785,CHDScenario15DS91,,15,0.244298032963612,high785,15,-0.16058
high786,CHDScenario16DS76,,16,0.302533900659771,high786,16,1
high787,CHDScenario14DS21,,14,0.112993454927324,high787,14,61.11
high788,CHDScenario3DS60,,3,0.634066797399059,high788,3,-0.800000000000001
high789,CHDScenario6DS83,,6,0.803363055412584,high789,6,-1.1039
high79,CHDScenario6DS70,,6,0.677013765441512,high79,6,-1.1039
high790,CHDScenario3DS74,,3,0.314452766606684,high790,3,-0.800000000000001
high791,CHDScenario13DS6,,13,0.100965349262648,high791,13,-0.8486
high792,CHDScenario11DS14,,11,0.104821611709607,high792,11,10.77
high793,CHDScenario8DS74,,8,0.938095779682046,high793,8,-1.432
high794,CHDScenario16DS54,,16,0.445299351021155,high794,16,1
high795,CHDScenario5DS37,,5,0.928119959639692,high795,5,-0.3429
high796,CHDScenario9DS76,,9,0.954393378463995,high796,9,12.62
high797,CHDScenario16DS63,,16,0.385442638928641,high797,16,1
high798,CHDScenario3DS36,,3,0.445919499825526,high798,3,-0.800000000000001
high799,CHDScenario3DS26,,3,0.350297597246707,high799,3,-0.800000000000001
high8,CHDScenario1DS81,81,1,0.0512980462931635,high8,1,0.2
high80,CHDScenario9DS2,,9,0.347894451453485,high80,9,12.62
high800,CHDScenario1DS35,35,1,0.147718001385815,high800,1,0.2
high801,CHDScenario5DS72,,5,0.719125469186497,high801,5,-0.3429
high802,CHDScenario7DS22,,7,0.10414392416151,high802,7,0
high803,CHDScenario3DS22,,3,0.885069696331921,high803,3,-0.800000000000001
high804,CHDScenario11DS79,,11,0.670200468330855,high804,11,10.77
high805,CHDScenario9DS55,,9,0.202731243575516,high805,9,12.62
high806,CHDScenario11DS43,,11,0.549706816986918,high806,11,10.77
high807,CHDScenario12DS88,,12,0.338014265921844,high807,12,-3.159
high808,CHDScenario14DS66,,14,0.0234736073406148,high808,14,61.11
high809,CHDScenario9DS8,,9,0.973248185412315,high809,9,12.62
high81,CHDScenario15DS98,,15,0.854492868479733,high81,15,-0.16058
high810,CHDScenario12DS100,,12,0.896491515427229,high810,12,-3.159
high811,CHDScenario16DS74,,16,0.0267311562433121,high811,16,1
high812,CHDScenario2DS69,169,2,0.913078882391551,high812,2,0.8
high813,CHDScenario10DS40,,10,0.678416191456558,high813,10,9.134
high814,CHDScenario10DS63,,10,0.211125443697878,high814,10,9.134
high815,CHDScenario1DS66,66,1,0.0408603930149198,high815,1,0.2
high816,CHDScenario12DS23,,12,0.935369306692285,high816,12,-3.159
high817,CHDScenario8DS46,,8,0.638894038873403,high817,8,-1.432
high818,CHDScenario5DS46,,5,0.787078560107706,high818,5,-0.3429
high819,CHDScenario10DS44,,10,0.964009089000141,high819,10,9.134
high82,CHDScenario8DS37,,8,0.688888730738202,high82,8,-1.432
high820,CHDScenario5DS26,,5,0.326105699108475,high820,5,-0.3429
high821,CHDScenario5DS52,,5,0.530789659585418,high821,5,-0.3429
high822,CHDScenario2DS10,110,2,0.465860776108495,high822,2,0.8
high823,CHDScenario7DS98,,7,0.563015000208538,high823,7,0
high824,CHDScenario14DS2,,14,0.431660729066252,high824,14,61.11
high825,CHDScenario11DS86,,11,0.0156580073435701,high825,11,10.77
high826,CHDScenario12DS91,,12,0.966921320845873,high826,12,-3.159
high827,CHDScenario16DS93,,16,0.113658625452351,high827,16,1
high828,CHDScenario10DS57,,10,0.713716585654825,high828,10,9.134
high829,CHDScenario16DS100,,16,0.22897036538674,high829,16,1
high83,CHDScenario6DS46,,6,0.807845916852803,high83,6,-1.1039
high830,CHDScenario16DS97,,16,0.678847128687209,high830,16,1
high831,CHDScenario6DS72,,6,0.788048034633308,high831,6,-1.1039
high832,CHDScenario3DS4,,3,0.955741937884348,high832,3,-0.800000000000001
high833,CHDScenario2DS68,168,2,0.316107522164689,high833,2,0.8
high834,CHDScenario5DS23,,5,0.662113109513945,high834,5,-0.3429
high835,CHDScenario2DS78,178,2,0.385905695222863,high835,2,0.8
high836,CHDScenario10DS81,,10,0.850684820858813,high836,10,9.134
high837,CHDScenario8DS62,,8,0.0837777734543935,high837,8,-1.432
high838,CHDScenario9DS71,,9,0.712451630665435,high838,9,12.62
high839,CHDScenario13DS32,,13,0.965762753977259,high839,13,-0.8486
high84,CHDScenario2DS97,,2,0.391556886885224,high84,2,0.8
high840,CHDScenario9DS87,,9,0.126946012182642,high840,9,12.62
high841,CHDScenario10DS38,,10,0.782037950309684,high841,10,9.134
high842,CHDScenario11DS26,,11,0.838658220585638,high842,11,10.77
high843,CHDScenario14DS62,,14,0.878357355507151,high843,14,61.11
high844,CHDScenario13DS97,,13,0.672500478754116,high844,13,-0.8486
high845,CHDScenario7DS7,,7,0.634378857640447,high845,7,0
high846,CHDScenario15DS76,,15,0.835031375268781,high846,15,-0.16058
high847,CHDScenario5DS86,,5,0.432795585920936,high847,5,-0.3429
high848,CHDScenario8DS59,,8,0.186800716070267,high848,8,-1.432
high849,CHDScenario5DS89,,5,0.950100439302506,high849,5,-0.3429
high85,CHDScenario16DS35,,16,0.666142992081819,high85,16,1
high850,CHDScenario7DS72,,7,0.949892110602131,high850,7,0
high851,CHDScenario8DS28,,8,0.0351634649579916,high851,8,-1.432
high852,CHDScenario7DS74,,7,0.884662729414812,high852,7,0
high853,CHDScenario3DS67,,3,0.278880688918355,high853,3,-0.800000000000001
high854,CHDScenario14DS60,,14,0.913454000058997,high854,14,61.11
high855,CHDScenario2DS11,111,2,0.437491711965051,high855,2,0.8
high856,CHDScenario4DS96,,4,0.0688269026668384,high856,4,2.1
high857,CHDScenario2DS93,193,2,0.584742331346704,high857,2,0.8
high858,CHDScenario16DS14,,16,0.625871542274197,high858,16,1
high859,CHDScenario6DS45,,6,0.556153679897265,high859,6,-1.1039
high86,CHDScenario13DS66,,13,0.959784166681595,high86,13,-0.8486
high860,CHDScenario3DS43,,3,0.539410684851545,high860,3,-0.800000000000001
high861,CHDScenario14DS24,,14,0.979008126981468,high861,14,61.11
high862,CHDScenario13DS54,,13,0.443417250274613,high862,13,-0.8486
high863,CHDScenario14DS38,,14,0.817125809637646,high863,14,61.11
high864,CHDScenario2DS31,131,2,0.426939054431085,high864,2,0.8
high865,CHDScenario2DS84,184,2,0.449888162203684,high865,2,0.8
high866,CHDScenario7DS11,,7,0.814694722197106,high866,7,0
high867,CHDScenario6DS16,,6,0.839719877037148,high867,6,-1.1039
high868,CHDScenario16DS36,,16,0.748605656770252,high868,16,1
high869,CHDScenario5DS33,,5,0.185932263855089,high869,5,-0.3429
high87,CHDScenario4DS63,,4,0.0576266220641126,high87,4,2.1
high870,CHDScenario12DS8,,12,0.0873616984567972,high870,12,-3.159
high871,CHDScenario2DS3,103,2,0.47456661617587,high871,2,0.8
high872,CHDScenario15DS78,,15,0.0211953492328103,high872,15,-0.16058
high873,CHDScenario12DS47,,12,0.086765740206416,high873,12,-3.159
high874,CHDScenario15DS67,,15,0.456430497021075,high874,15,-0.16058
high875,CHDScenario6DS79,,6,0.460602796385231,high875,6,-1.1039
high876,CHDScenario12DS53,,12,0.305263031891324,high876,12,-3.159
high877,CHDScenario5DS16,,5,0.565811611822713,high877,5,-0.3429
high878,CHDScenario14DS98,,14,0.602817437664045,high878,14,61.11
high879,CHDScenario5DS83,,5,0.0266511221801669,high879,5,-0.3429
high88,CHDScenario10DS89,,10,0.428824082593164,high88,10,9.134
high880,CHDScenario5DS20,,5,0.426910554586863,high880,5,-0.3429
high881,CHDScenario14DS76,,14,0.104078214512864,high881,14,61.11
high882,CHDScenario3DS2,,3,0.573823681619058,high882,3,-0.800000000000001
high883,CHDScenario16DS88,,16,0.388397497828805,high883,16,1
high884,CHDScenario16DS79,,16,0.535979622165434,high884,16,1
high885,CHDScenario14DS7,,14,0.166162543814784,high885,14,61.11
high886,CHDScenario4DS4,,4,0.485860854219741,high886,4,2.1
high887,CHDScenario5DS71,,5,0.222142752483032,high887,5,-0.3429
high888,CHDScenario5DS84,,5,0.612555413931773,high888,5,-0.3429
high889,CHDScenario4DS14,,4,0.936633949088139,high889,4,2.1
high89,CHDScenario14DS78,,14,0.314344199064776,high89,14,61.11
high890,CHDScenario9DS11,,9,0.766447797171323,high890,9,12.62
high891,CHDScenario13DS41,,13,0.27897183325326,high891,13,-0.8486
high892,CHDScenario3DS78,,3,0.0586195321327355,high892,3,-0.800000000000001
high893,CHDScenario9DS68,,9,0.525877987736434,high893,9,12.62
high894,CHDScenario6DS55,,6,0.168055052648472,high894,6,-1.1039
high895,CHDScenario12DS13,,12,0.45832333304505,high895,12,-3.159
high896,CHDScenario14DS92,,14,0.585106341904135,high896,14,61.11
high897,CHDScenario16DS33,,16,0.21944712479478,high897,16,1
high898,CHDScenario14DS1,,14,0.0532947951545876,high898,14,61.11
high899,CHDScenario13DS60,,13,0.406158306026227,high899,13,-0.8486
high9,CHDScenario2DS17,117,2,0.198229399140275,high9,2,0.8
high90,CHDScenario14DS91,,14,0.0822332478926157,high90,14,61.11
high900,CHDScenario14DS22,,14,0.423006209441899,high900,14,61.11
high901,CHDScenario12DS27,,12,0.479221242033377,high901,12,-3.159
high902,CHDScenario4DS87,,4,0.577182238029396,high902,4,2.1
high903,CHDScenario6DS34,,6,0.164927379608514,high903,6,-1.1039
high904,CHDScenario9DS31,,9,0.985236086651634,high904,9,12.62
high905,CHDScenario15DS87,,15,0.959297862295473,high905,15,-0.16058
high906,CHDScenario6DS15,,6,0.0870702535218006,high906,6,-1.1039
high907,CHDScenario6DS97,,6,0.794297967951212,high907,6,-1.1039
high908,CHDScenario10DS94,,10,0.253991374110663,high908,10,9.134
high909,CHDScenario8DS33,,8,0.630734416371985,high909,8,-1.432
high91,CHDScenario5DS60,,5,0.353570030499514,high91,5,-0.3429
high910,CHDScenario6DS25,,6,0.728092906911827,high910,6,-1.1039
high911,CHDScenario16DS80,,16,0.0934965417823965,high911,16,1
high912,CHDScenario16DS3,,16,0.87290811624738,high912,16,1
high913,CHDScenario1DS41,41,1,0.696744004087378,high913,1,0.2
high914,CHDScenario11DS63,,11,0.531848352528644,high914,11,10.77
high915,CHDScenario8DS83,,8,0.94359888574404,high915,8,-1.432
high916,CHDScenario7DS78,,7,0.36391058294354,high916,7,0
high917,CHDScenario12DS37,,12,0.397300751244701,high917,12,-3.159
high918,CHDScenario9DS100,,9,0.797108206333355,high918,9,12.62
high919,CHDScenario10DS53,,10,0.244213459663631,high919,10,9.134
high92,CHDScenario9DS90,,9,0.711419763239488,high92,9,12.62
high920,CHDScenario4DS54,,4,0.929292208009536,high920,4,2.1
high921,CHDScenario5DS69,,5,0.711380529817392,high921,5,-0.3429
high922,CHDScenario6DS62,,6,0.746273303476851,high922,6,-1.1039
high923,CHDScenario9DS32,,9,0.594194836284902,high923,9,12.62
high924,CHDScenario2DS60,160,2,0.0768276029272429,high924,2,0.8
high925,CHDScenario15DS80,,15,0.639154879885283,high925,15,-0.16058
high926,CHDScenario8DS67,,8,0.421645065347068,high926,8,-1.432
high927,CHDScenario16DS84,,16,0.89010641472108,high927,16,1
high928,CHDScenario4DS84,,4,0.86220774577189,high928,4,2.1
high929,CHDScenario3DS51,,3,0.670208703487313,high929,3,-0.800000000000001
high93,CHDScenario6DS100,,6,0.54389794159645,high93,6,-1.1039
high930,CHDScenario12DS83,,12,0.516530474930464,high930,12,-3.159
high931,CHDScenario8DS87,,8,0.323393947950259,high931,8,-1.432
high932,CHDScenario4DS13,,4,0.454390393260594,high932,4,2.1
high933,CHDScenario6DS54,,6,0.0199562427126837,high933,6,-1.1039
high934,CHDScenario10DS64,,10,0.179082108561384,high934,10,9.134
high935,CHDScenario12DS66,,12,0.758652954366527,high935,12,-3.159
high936,CHDScenario10DS56,,10,0.834335269060697,high936,10,9.134
high937,CHDScenario1DS62,62,1,0.167570866770478,high937,1,0.2
high938,CHDScenario15DS27,,15,0.259816908037102,high938,15,-0.16058
high939,CHDScenario16DS59,,16,0.947079120622331,high939,16,1
high94,CHDScenario8DS78,,8,0.704165982267357,high94,8,-1.432
high940,CHDScenario12DS41,,12,0.321810643949424,high940,12,-3.159
high941,CHDScenario8DS23,,8,0.808857242795362,high941,8,-1.432
high942,CHDScenario13DS86,,13,0.944963312346325,high942,13,-0.8486
high943,CHDScenario7DS40,,7,0.526252340569021,high943,7,0
high944,CHDScenario4DS55,,4,0.720628615793872,high944,4,2.1
high945,CHDScenario14DS57,,14,0.185783988788162,high945,14,61.11
high946,CHDScenario15DS65,,15,0.813357706351484,high946,15,-0.16058
high947,CHDScenario5DS94,,5,0.453588519611064,high947,5,-0.3429
high948,CHDScenario6DS49,,6,0.91152176170339,high948,6,-1.1039
high949,CHDScenario16DS70,,16,0.0586949675798527,high949,16,1
high95,CHDScenario13DS25,,13,0.138374088644553,high95,13,-0.8486
high950,CHDScenario10DS83,,10,0.0727740443660155,high950,10,9.134
high951,CHDScenario13DS73,,13,0.201275534609954,high951,13,-0.8486
high952,CHDScenario6DS14,,6,0.375968507881294,high952,6,-1.1039
high953,CHDScenario11DS97,,11,0.503801744167338,high953,11,10.77
high954,CHDScenario12DS45,,12,0.853076592151606,high954,12,-3.159
high955,CHDScenario15DS10,,15,0.591114246369645,high955,15,-0.16058
high956,CHDScenario13DS96,,13,0.857833581058381,high956,13,-0.8486
high957,CHDScenario3DS16,,3,0.457878203636706,high957,3,-0.800000000000001
high958,CHDScenario9DS18,,9,0.992764415769314,high958,9,12.62
high959,CHDScenario4DS65,,4,0.393437524578243,high959,4,2.1
high96,CHDScenario5DS67,,5,0.744034917258261,high96,5,-0.3429
high960,CHDScenario8DS15,,8,0.891325635061009,high960,8,-1.432
high961,CHDScenario13DS58,,13,0.276842327816882,high961,13,-0.8486
high962,CHDScenario9DS39,,9,0.115926007206521,high962,9,12.62
high963,CHDScenario13DS7,,13,0.982525416003944,high963,13,-0.8486
high964,CHDScenario16DS11,,16,0.99108122614,high964,16,1
high965,CHDScenario16DS95,,16,0.837527470602147,high965,16,1
